layer_idx,layer_magnitude,token_rank,token,steering_score,antipodal_score,score_ratio,normalized_score
-7,0.31622833,20,))*,1.5465076,0.0,154650770.0,4.8904777
-7,0.31622833,21,көп,1.5458701,0.0,154587000.0,4.8884616
-7,0.31622833,22,Пол,1.544,0.9972929358482361,1.5481911,4.882548
-7,0.31622833,23,351,1.5416094,0.0,154160940.0,4.874988
-7,0.31622833,24,]).,1.5395539,0.9041913747787476,1.7026858,4.8684883
-7,0.31622833,25,840,1.5363187,0.0,153631870.0,4.8582573
-7,0.31622833,26,825,1.5205796,0.0,152057950.0,4.8084865
-7,0.31622833,27,ևս,1.5170832,-0.038326695561409,39.582924,4.7974296
-7,0.31622833,28,במשך,1.5167769,0.0,151677700.0,4.796461
-7,0.31622833,29,ttu,1.5140572,0.0,151405710.0,4.7878604
-7,0.31622833,30,""")),",1.5061384,0.0,150613840.0,4.7628193
-7,0.31622833,31,])).,1.5030798,0.0,150307980.0,4.753147
-7,0.31622833,32,самб,1.4966602,0.0,149666030.0,4.7328467
-7,0.31622833,33,tecnológicos,1.4951594,0.0,149515940.0,4.728101
-7,0.31622833,34,/package,1.4944198,0.0,149441980.0,4.725762
-7,0.31622833,35,])-,1.4941732,0.0,149417310.0,4.724982
-7,0.31622833,36,produkt,1.4933094,0.6576642990112305,2.2706256,4.7222505
-7,0.31622833,37,оф,1.4930775,0.0,149307760.0,4.721517
-7,0.31622833,38,136,1.4918408,0.0,149184080.0,4.7176065
-7,0.31622833,39,Fotograf,1.4903271,0.0,149032720.0,4.7128196
-7,0.31622833,40,النفط,1.4889541,0.0,148895410.0,4.708478
-7,0.31622833,41,Geschenk,1.4883021,0.0,148830200.0,4.706416
-7,0.31622833,42,foto,1.4827235,0.9610885977745056,1.5427542,4.688775
-7,0.31622833,43,aghan,1.4788356,0.0,147883550.0,4.6764803
-7,0.31622833,44,"""))",1.476043,0.768459677696228,1.9207813,4.6676493
-7,0.31622833,45,])),1.4738121,1.0188342332839966,1.4465672,4.660595
-7,0.31622833,46,dambe,1.469779,0.0,146977900.0,4.647841
-7,0.31622833,47,))/,1.4655292,0.0,146552930.0,4.634402
-7,0.31622833,48,.Nombre,1.4629129,0.0,146291300.0,4.6261287
-7,0.31622833,49,""")),",1.4618051,0.0,146180510.0,4.6226254
-7,0.31622833,50,"""),",1.4606028,0.7992998361587524,1.8273528,4.618823
-8,0.31622776,1,settings,8.288503,-1.2005205154418945,6.904091,26.210546
-8,0.31622776,2,cite,5.750774,-0.48362505435943604,11.890976,18.185543
-8,0.31622776,3,accordingly,5.749158,0.0,574915800.0,18.180433
-8,0.31622776,4,So,3.7712474,-1.3469425439834595,2.7998576,11.925732
-8,0.31622776,5,implement,3.4113193,0.4391119182109833,7.768678,10.787539
-8,0.31622776,6,招商总代,3.3155746,0.0,331557470.0,10.484768
-8,0.31622776,7,//,3.3066373,0.5160400867462158,6.407714,10.456505
-8,0.31622776,8,天天中彩票一等奖,3.2811115,0.0,328111140.0,10.375786
-8,0.31622776,9,,3.23014,1.1506996154785156,2.8071096,10.2146
-8,0.31622776,10,微信上的天天中彩票,3.1679733,0.0,316797340.0,10.018011
-8,0.31622776,11,快三大发,3.0695925,0.0,306959260.0,9.706903
-8,0.31622776,12,天天种彩票,3.0695915,0.0,306959170.0,9.706901
-8,0.31622776,13,কারণে,3.0517526,0.0,305175260.0,9.650489
-8,0.31622776,14,बावजूद,2.9794245,0.0,297942460.0,9.421767
-8,0.31622776,15,outlines,2.8862314,0.0,288623140.0,9.127066
